cust_id;model1;model2;boughtItemsTotal;itemOneTotal;itemTwoTotal;itemThreeTotal;Visits2014;itemOneTotal2014;itemTwoTotal2014;itemThreeTotal2014;Visits2013;itemOneTotal2013;itemTwoTotal2013;itemThreeTotal2013;boughtItem_03;boughtItem_02;boughtItem_01;date_lastVisit;daysSinceVisit;boughtItem;numVisitsL1M;numVisitsL3M;numVisitsL6M;numVisits_trendL3M;fractionItemOneL1M;fractionItemOneTwoThreeL1M;fractionItemOneL3M;fractionItemOneTwoThreeL3M;fractionItemOneL6M;fractionItemOneTwoThreeL6M;numItemOne_trendL3M
1881;8;103;58;11;7;6;1;1;0;0;16;3;2;2;1;5;1;140410;10;5;1;1;4;0.333333333;1;1;1;1;0.75;0.75;1.333333333
1882;4;181;44;12;5;7;7;1;1;2;16;4;2;3;2;0;3;140405;15;0;2;6;12;1;0;0.5;0.166666667;0.5;0.083333333;0.5;2
1883;3;178;63;10;7;9;7;0;4;1;21;4;2;4;2;2;3;140412;8;6;2;6;10;1.5;0;1;0;0.833333333;0;0.6;0
1884;1;408;56;7;13;13;5;0;1;2;10;1;4;2;3;2;4;140329;22;4;1;6;10;1.5;0;0;0;0.5;0.1;0.6;0
1885;7;44;83;18;12;5;2;0;1;0;15;5;0;0;k;2;0;140329;22;0;1;2;6;0.5;0;0;0;0.5;0.166666667;0.333333333;0
1886;13;66;40;6;8;4;8;2;1;1;3;0;1;0;4;0;1;140409;11;2;2;7;11;1.75;0.5;0.5;0.285714286;0.571428571;0.181818182;0.454545455;1.571428571
1887;2;241;29;7;6;1;2;0;0;0;14;1;3;1;0;0;6;140407;13;0;2;2;4;1;0;0;0;0;0.25;0.25;0
1888;5;149;27;10;4;3;6;1;0;3;10;4;0;0;1;3;d;140329;22;1;1;5;11;0.833333333;0;0;0.2;0.6;0.181818182;0.454545455;1.1
1889;14;60;33;7;5;6;6;2;2;2;18;5;1;3;2;1;3;140329;22;3;1;4;10;0.666666667;0;1;0.25;1;0.3;0.7;0.833333333
1890;21;42;19;7;4;0;5;3;0;0;12;3;3;0;1;1;1;140405;15;0;1;4;7;1.333333333;1;1;0.75;0.75;0.428571429;0.571428571;1.75
1891;3;166;33;7;4;3;6;3;1;0;15;3;2;3;6;1;1;140404;16;6;2;5;10;1;1;1;0.6;0.6;0.4;0.6;1.5
1892;4;125;16;4;1;4;6;1;1;0;10;3;0;4;5;0;4;140329;22;0;1;5;9;1.25;0;0;0.2;0.4;0.222222222;0.444444444;0.9
1893;6;104;19;6;2;2;5;3;1;0;6;1;1;0;1;2;0;140329;22;0;1;5;6;5;0;0;0.6;0.8;0.5;0.666666667;1.2
1894;2;228;16;3;2;3;5;1;1;1;0;0;0;0;0;4;3;140329;22;0;1;4;6;2;0;1;0.25;0.5;0.166666667;0.5;1.5
1895;2;272;19;5;3;2;3;0;0;0;14;4;3;2;0;d;4;140412;8;1;1;2;9;0.285714286;0;0;0;0;0.111111111;0.555555556;0
1896;1;358;25;8;6;3;7;2;2;1;18;6;4;2;1;2;3;140402;18;5;1;5;12;0.714285714;0;1;0.4;1;0.25;0.666666667;1.6
1897;19;40;29;5;8;3;5;2;0;1;17;3;6;2;str;1;4;140418;15;2;2;5;6;5;0.5;0.5;0.2;0.4;0.333333333;0.5;0.6
1898;1;408;23;7;2;0;1;0;1;0;13;5;1;0;6;0;2;140407;26;3;1;1;2;1;0;1;0;1;0;0.5;0
1899;3;227;50;14;12;3;6;3;1;0;24;7;4;1;0;2;1;140423;10;6;1;3;9;0.5;1;1;0.333333333;0.666666667;0.555555556;0.666666667;0.6
1900;4;154;50;12;6;8;3;1;2;0;20;5;2;5;2;1;2;140420;13;0;1;3;7;0.75;0;1;0.333333333;1;0.285714286;0.714285714;1.166666667
1901;2;298;23;8;3;0;4;1;0;0;10;3;2;0;4;6;d;140412;21;4;1;3;7;0.75;0;0;0;0;0.285714286;0.285714286;0
1902;4;197;29;11;5;3;8;2;1;2;11;5;1;1;1;d;3;140420;13;d;2;6;8;3;0;0.5;0.333333333;0.666666667;0.25;0.625;1.333333333
1903;0;737;43;10;8;3;7;2;1;1;8;1;0;0;2;3;0;140426;7;0;2;6;11;1.2;0;0.5;0.333333333;0.666666667;0.272727273;0.454545455;1.222222222
1904;3;219;24;6;6;0;6;1;1;0;15;4;4;0;6;4;6;140420;13;0;1;6;8;3;0;0;0.166666667;0.333333333;0.125;0.25;1.333333333
1905;0;548;35;5;4;6;3;0;1;0;14;3;1;3;5;2;0;140426;7;0;2;3;5;1.5;0;0.5;0;0.333333333;0.2;0.4;0
1906;5;96;34;8;2;3;7;2;1;0;18;4;1;2;1;0;5;140412;21;0;2;5;12;0.714285714;0;0;0.4;0.4;0.333333333;0.5;1.2
1907;0;446;28;5;4;5;2;1;0;1;13;3;0;3;d;1;3;140412;21;5;1;2;4;1;0;1;0.5;1;0.25;0.5;2
1908;26;34;13;4;1;1;5;3;1;1;6;0;0;0;1;1;3;140412;21;3;1;5;7;2.5;0;1;0.6;1;0.428571429;0.714285714;1.4
1909;1;389;16;3;2;0;5;2;1;0;3;0;0;0;1;2;d;140412;21;6;1;5;6;5;0;0;0.4;0.6;0.333333333;0.5;1.2
1910;15;54;5;2;3;0;1;0;1;0;2;1;1;0;1;str;2;140419;14;4;1;1;1;0;0;1;0;1;0;1;0
1911;1;485;17;3;1;3;7;2;0;1;10;1;1;2;1;5;6;140420;13;5;2;6;10;1.5;0;0;0.333333333;0.5;0.2;0.5;1.666666667
1912;2;311;20;3;3;4;4;1;1;1;9;2;2;2;0;2;3;140418;15;0;1;4;4;0;0;1;0.25;0.75;0.25;0.75;1
1913;2;292;31;7;2;2;5;3;0;0;18;4;1;2;1;1;1;140417;16;0;1;5;9;1.25;1;1;0.6;0.6;0.555555556;0.555555556;1.08
1914;2;281;27;3;6;2;7;2;3;0;4;0;2;1;6;2;1;140418;15;0;1;5;10;1;1;1;0.4;0.8;0.2;0.7;2
1915;5;176;14;4;4;2;4;1;2;0;10;3;2;2;4;2;1;140411;22;2;1;3;4;3;1;1;0.333333333;0.666666667;0.25;0.75;1.333333333
1916;32;30;4;4;0;0;4;4;0;0;0;0;0;0;1;1;1;140404;29;1;1;3;5;1.5;1;1;1;1;0.8;0.8;1.25
1917;6;102;14;4;4;1;4;1;2;0;5;1;0;1;2;1;2;140420;13;0;1;4;6;2;0;1;0.25;0.75;0.333333333;0.666666667;0.75
1918;2;240;9;7;1;0;5;4;1;0;4;3;0;0;1;1;2;140418;15;0;1;4;8;1;0;1;0.75;1;0.875;1;0.857142857
1919;6;98;12;4;2;0;6;3;1;0;6;1;1;0;4;str;1;140423;10;0;1;5;7;2.5;1;1;0.2;0.4;0.428571429;0.571428571;0.466666667
1920;6;116;38;8;4;8;1;0;0;0;14;2;1;3;0;0;0;140412;21;0;1;1;5;0.25;0;0;0;0;0.2;0.2;0
1921;5;161;62;10;14;5;4;0;2;0;10;0;2;0;str;2;5;140420;13;0;2;4;5;4;0;0.5;0;0.25;0;0.4;0
1922;14;72;71;18;7;5;2;0;0;0;9;2;1;1;d;0;d;140423;10;1;2;2;5;0.666666667;0;0;0;0;0;0.2;0
1923;2;369;34;6;6;5;1;0;0;0;9;1;3;0;4;0;5;140416;17;3;1;1;1;0;0;0;0;0;0;0;0
1924;0;646;100;13;16;7;3;0;0;1;13;1;3;0;0;6;3;140421;12;0;2;3;3;0;0;0.5;0;0.333333333;0;0.333333333;0
1925;6;89;83;20;20;6;2;0;0;0;11;3;2;1;0;0;0;140305;59;0;0;2;3;2;0;0;0;0;0;0;0
1926;0;791;61;11;7;11;6;0;0;0;19;2;4;3;0;d;4;140426;7;6;1;3;10;0.428571429;0;0;0;0;0;0.2;0
1927;55;15;29;15;7;3;3;1;2;0;14;10;3;1;1;2;2;140420;13;2;2;3;4;3;0;1;0.333333333;1;0.5;1;0.666666667
1928;9;71;49;22;7;4;1;1;0;0;10;1;1;2;d;k;1;140419;14;4;2;2;5;0.666666667;0.5;0.5;0.5;0.5;0.2;0.2;2.5
1929;28;33;25;6;6;0;5;2;0;0;17;3;5;0;1;1;d;140423;10;4;2;4;10;0.666666667;0.5;0.5;0.5;0.5;0.4;0.6;1.25
1930;1;422;28;6;2;1;7;2;0;0;13;4;0;1;1;5;1;140424;9;0;2;6;13;0.857142857;0.5;0.5;0.333333333;0.333333333;0.230769231;0.230769231;1.444444444
1931;3;263;29;5;6;2;6;2;1;0;15;1;4;1;0;1;4;140423;10;2;2;4;10;0.666666667;0.5;0.5;0.25;0.25;0.3;0.5;0.833333333
1932;4;378;35;8;2;2;5;2;0;1;11;2;0;0;1;0;0;140418;15;0;1;4;11;0.571428571;0;0;0.25;0.5;0.181818182;0.272727273;1.375
1933;3;243;35;9;1;0;3;1;0;0;5;1;1;0;str;k;1;140415;18;d;1;4;9;0.8;1;1;0.25;0.25;0.222222222;0.333333333;1.125
1934;10;83;22;7;2;4;5;2;1;1;17;5;1;3;3;1;2;140412;21;1;1;4;8;1;0;1;0.25;0.75;0.375;0.75;0.666666667
1935;29;27;26;8;5;1;5;3;1;0;7;1;1;0;1;1;1;140422;11;3;1;5;7;2.5;1;1;0.6;0.8;0.428571429;0.571428571;1.4
1936;3;257;20;6;2;2;6;3;1;0;6;1;1;0;2;0;0;140420;13;0;1;5;7;2.5;0;0;0.4;0.6;0.428571429;0.571428571;0.933333333
1937;4;140;38;7;10;5;5;1;1;0;7;4;0;0;1;0;2;140409;24;5;1;4;9;0.8;0;1;0.25;0.5;0.333333333;0.444444444;0.75
1938;7;95;20;2;3;2;4;0;0;0;7;1;1;1;4;5;0;140423;10;6;2;4;4;0;0;0;0;0;0;0;0
1939;4;153;72;8;9;2;6;0;2;0;11;3;2;0;0;2;0;140412;21;0;1;4;8;1;0;0;0;0.5;0.125;0.375;0
1940;5;168;28;5;5;3;6;1;2;2;8;2;0;1;1;3;2;140422;11;0;2;6;6;0;0;1;0.166666667;0.833333333;0.166666667;0.833333333;1
1941;1;518;55;9;9;7;5;0;0;1;17;0;3;4;0;3;5;140420;13;d;1;3;8;0.6;0;0;0;0.333333333;0;0.25;0
1942;11;102;32;11;7;4;4;0;1;1;12;2;3;3;4;4;2;140423;10;2;2;4;5;4;0;0.5;0;0.5;0;0.6;0
1943;8;54;47;11;9;11;1;1;0;0;16;1;3;3;3;0;1;140425;8;1;1;1;3;0.5;1;1;1;1;0.333333333;0.666666667;3
1944;60;18;58;16;12;5;4;3;0;0;16;5;2;2;1;1;1;140329;35;4;0;3;8;0.6;0;0;1;1;0.75;0.875;1.333333333
1945;9;51;39;12;7;2;2;0;1;0;14;4;4;1;6;4;2;140415;18;0;1;2;5;0.666666667;0;1;0;0.5;0.4;0.6;0
1946;2;336;36;10;6;4;7;2;0;1;9;2;0;1;1;d;6;140329;35;3;0;5;10;1;0;0;0.2;0.4;0.2;0.4;1
1947;1;522;35;7;4;2;6;0;0;1;17;1;3;0;d;4;3;140418;15;0;1;4;9;0.8;0;1;0;0.25;0;0.111111111;0
1948;0;751;52;10;8;8;5;0;0;1;11;1;1;0;4;4;3;140409;24;0;1;4;5;4;0;1;0;0.25;0;0.2;0
1949;5;117;45;13;7;3;4;1;1;1;15;4;2;0;0;2;3;140411;22;5;1;2;8;0.333333333;0;1;0;1;0.5;0.75;0
1950;2;304;35;10;6;3;3;0;0;0;12;4;2;2;0;0;0;140426;7;0;2;3;6;1;0;0;0;0;0;0;0
1951;1;464;53;14;9;5;7;1;1;0;14;0;2;4;str;5;6;140426;7;0;2;6;12;1;0;0;0;0.166666667;0.083333333;0.166666667;0
1952;24;36;34;7;5;7;7;2;2;3;18;5;1;3;1;3;3;140420;13;6;1;4;10;0.666666667;0;1;0.25;1;0.2;0.7;1.25
1953;4;191;51;15;9;1;7;1;1;0;13;3;2;1;7;2;1;140418;15;1;2;4;10;0.666666667;0.5;1;0.25;0.5;0.1;0.2;2.5
1954;33;26;24;9;2;5;2;0;0;1;7;4;1;0;0;6;3;140418;15;2;1;2;2;0;0;1;0;0.5;0;0.5;0
1955;10;96;31;5;7;4;2;1;0;0;14;1;4;2;2;4;1;140410;23;0;1;2;5;0.666666667;1;1;0.5;0.5;0.2;0.8;2.5
1956;8;66;24;7;3;3;3;0;1;0;11;2;0;1;2;0;5;140418;15;3;1;3;5;1.5;0;0;0;0.333333333;0.2;0.4;0
1957;5;142;53;8;6;10;8;1;2;1;17;2;0;6;d;2;1;140416;17;4;2;7;12;1.4;0.5;1;0.142857143;0.428571429;0.083333333;0.416666667;1.714285714
1958;3;236;57;7;13;13;6;0;1;2;10;1;4;2;2;4;4;140420;13;0;1;5;10;1;0;0;0;0.4;0.1;0.5;0
1959;2;342;61;13;7;2;8;0;1;0;20;2;2;1;d;2;d;140423;10;d;1;5;12;0.714285714;0;0;0;0.2;0;0.166666667;0
1960;1;943;63;8;4;6;10;1;2;1;17;1;1;1;0;1;6;140427;6;0;2;8;11;2.666666667;0.5;0.5;0.125;0.25;0.090909091;0.363636364;1.375
1961;8;85;41;6;9;4;9;2;2;1;3;0;1;0;0;1;2;140420;13;5;2;7;12;1.4;0.5;1;0.285714286;0.714285714;0.166666667;0.5;1.714285714
1962;4;150;26;8;2;2;6;2;1;1;11;3;1;1;3;1;2;140426;7;4;1;4;8;1;0;1;0.25;0.75;0.375;0.625;0.666666667
1963;3;240;27;6;4;1;7;1;4;1;10;3;0;0;0;3;2;140412;21;d;1;5;12;0.714285714;0;1;0;0.8;0.333333333;0.75;0
1964;2;422;33;12;5;2;6;2;2;0;9;4;2;1;5;2;1;140413;20;6;1;5;6;5;1;1;0.4;0.6;0.333333333;0.666666667;1.2
1965;13;62;19;11;1;0;3;3;0;0;16;8;1;0;1;1;1;140423;10;2;1;3;4;3;1;1;1;1;0.75;0.75;1.333333333
1966;1;749;62;5;8;8;7;2;1;1;18;1;3;2;6;1;2;140416;17;0;1;5;11;0.833333333;0;1;0.4;0.6;0.181818182;0.636363636;2.2
1967;13;98;32;14;5;2;6;2;1;0;11;4;3;1;d;5;2;140418;15;3;1;5;9;1.25;0;1;0.4;0.6;0.444444444;0.555555556;0.9
1968;2;373;47;11;10;5;8;2;2;1;23;7;8;2;2;1;0;140412;21;7;1;6;12;1;0;0;0.166666667;0.5;0.25;0.666666667;0.666666667
1969;3;250;33;9;6;3;3;0;1;0;14;4;2;2;5;2;str;140412;21;0;1;3;7;0.75;0;0;0;0.333333333;0.285714286;0.428571429;0
1970;24;35;22;13;2;0;1;1;0;0;9;5;1;0;2;d;1;140418;15;1;1;1;4;0.333333333;1;1;1;1;0.5;0.75;2
1971;14;69;52;12;13;8;6;1;2;2;15;4;0;3;2;3;3;140420;13;0;2;4;6;2;0;1;0;1;0.166666667;0.833333333;0
1972;6;140;36;9;2;3;1;1;0;0;11;2;0;0;5;str;1;140418;15;d;1;1;1;0;1;1;1;1;1;1;1
1973;7;64;73;18;12;7;2;0;0;0;13;6;2;1;1;5;4;140405;28;0;1;2;4;1;0;0;0;0;0.5;0.5;0
1974;3;277;36;5;10;6;2;0;0;0;17;3;8;2;5;0;5;140412;21;5;1;1;4;0.333333333;0;0;0;0;0;0;0
1975;1;629;14;1;3;2;4;0;0;1;10;1;3;1;str;6;5;140514;11;5;1;4;8;1;0;0;0;0;0.125;0.375;0
1976;2;266;8;0;4;1;2;0;0;0;6;0;4;1;2;0;6;140512;13;3;2;2;2;0;0;0;0;0;0;0;0
1977;25;39;6;2;1;1;2;0;0;1;4;2;1;0;1;d;3;140505;20;d;1;2;3;2;0;1;0;0.5;0.333333333;0.666666667;0
1978;1;956;6;0;1;2;5;0;1;1;1;0;0;1;3;6;0;140509;16;0;2;5;6;5;0;0;0;0.2;0;0.333333333;0
1979;7;109;7;2;1;2;2;0;1;1;5;2;0;1;1;2;3;140511;14;d;1;2;4;1;0;1;0;1;0.25;0.75;0
1980;6;147;3;1;0;0;2;1;0;0;1;0;0;0;5;1;0;140509;16;2;1;2;2;0;0;0;0.5;0.5;0.5;0.5;1
1981;23;40;66;19;15;7;4;4;0;0;16;5;2;1;1;1;1;140502;23;0;1;4;4;0;1;1;1;1;1;1;1
1982;13;73;30;15;8;3;4;1;3;0;14;10;3;1;2;2;2;140503;22;2;1;4;4;0;0;1;0.25;1;0.25;1;1
1983;3;234;72;19;7;5;3;1;0;0;9;2;1;1;0;d;1;140503;22;4;1;3;5;1.5;1;1;0.333333333;0.333333333;0.2;0.2;1.666666667
1984;7;93;36;20;3;5;3;3;0;0;1;1;0;0;1;1;1;140517;8;0;2;2;4;1;1;1;1;1;1;1;1
1985;6;139;75;25;12;0;2;1;0;0;19;6;4;0;d;str;1;140516;9;0;1;3;3;0;1;1;0.333333333;0.333333333;0.333333333;0.333333333;1
1986;18;71;32;12;8;5;1;1;0;0;8;3;2;1;1;2;1;140514;11;3;1;1;1;0;1;1;1;1;1;1;1
1987;31;27;37;18;10;4;3;3;0;0;11;6;3;1;1;1;1;140423;32;1;0;3;3;0;0;0;1;1;1;1;1
1988;20;34;56;24;6;2;4;1;0;1;14;2;2;0;4;3;0;140426;29;2;1;4;6;2;0;0;0.25;0.5;0.333333333;0.5;0.75
1989;5;122;70;30;13;6;6;3;2;0;16;3;3;4;1;2;4;140510;15;0;2;5;6;5;0;0.5;0.4;0.8;0.5;0.833333333;0.8
1990;8;83;69;20;9;4;6;0;1;1;11;1;2;0;3;d;d;140511;14;d;1;3;8;0.6;0;0;0;0.333333333;0;0.25;0
1991;4;148;178;73;20;13;6;2;2;0;17;7;1;0;1;0;2;140510;15;0;1;5;6;5;0;1;0.4;0.6;0.333333333;0.666666667;1.2
1992;13;49;46;25;5;3;3;2;0;0;10;5;1;0;0;1;1;140510;15;0;1;3;3;0;1;1;0.666666667;0.666666667;0.666666667;0.666666667;1
1993;1;999;34;1;8;3;10;0;1;3;18;1;6;0;2;0;5;140423;32;0;0;5;12;0.714285714;0;0;0;0.4;0;0.416666667;0
1994;1;673;29;5;3;4;2;0;0;0;15;2;3;2;0;0;5;140426;29;d;1;2;3;2;0;0;0;0;0;0;0
1995;3;288;44;11;8;4;5;3;0;0;10;4;1;0;5;4;1;140409;46;3;0;3;5;1.5;0;0;0.333333333;0.333333333;0.6;0.6;0.555555556
1996;20;34;23;6;6;2;1;1;0;0;11;3;3;1;str;str;1;140512;13;7;1;1;1;0;1;1;1;1;1;1;1
1997;1;644;44;8;7;2;7;2;1;0;20;3;5;1;1;0;5;140510;15;0;1;5;8;1.666666667;0;0;0.4;0.6;0.25;0.5;1.6
1998;3;256;38;10;4;2;10;4;1;0;19;4;2;0;1;2;1;140510;15;0;2;4;13;0.444444444;0.5;1;0.5;0.75;0.384615385;0.461538462;1.3
1999;3;277;56;12;9;9;8;2;2;2;14;2;2;3;2;k;2;140507;18;d;2;6;11;1.2;0;0.5;0.166666667;0.666666667;0.272727273;0.636363636;0.611111111
2000;1;734;32;3;5;5;3;0;2;0;14;1;1;3;2;2;0;140508;17;0;1;3;3;0;0;0;0;0.666666667;0;0.666666667;0
2001;14;52;33;14;5;3;7;2;1;1;11;4;3;1;5;2;3;140503;22;1;1;5;8;1.666666667;0;1;0.2;0.6;0.375;0.625;0.533333333
2002;7;122;26;8;1;4;6;2;0;1;15;4;1;3;3;0;0;140420;35;2;0;3;8;0.6;0;0;0;0.333333333;0.25;0.625;0
2003;1;756;64;8;4;6;11;1;2;1;17;1;1;1;1;6;0;140503;22;0;2;7;12;1.4;0;0;0.142857143;0.285714286;0.083333333;0.333333333;1.714285714
2004;1;781;86;11;9;7;4;2;0;1;12;1;1;3;1;1;3;140513;12;5;2;5;5;0;0.5;1;0.4;0.6;0.4;0.6;1
2005;9;73;22;5;6;3;8;2;3;1;7;0;2;2;3;5;2;140430;25;4;1;5;10;1;0;1;0.4;0.8;0.2;0.6;2
2006;2;220;10;4;2;0;6;1;2;0;4;3;0;0;2;5;5;140507;18;0;1;2;8;0.333333333;0;0;0;0;0.375;0.625;0
2007;7;136;11;5;2;1;4;1;0;0;7;4;2;1;str;4;d;140430;25;0;1;4;5;4;0;0;0;0;0.2;0.2;0
2008;55;18;14;8;3;0;1;0;1;0;13;8;2;0;1;1;2;140516;9;3;1;1;1;0;0;1;0;1;0;1;0
2009;11;48;19;7;2;3;6;4;1;0;13;3;1;3;1;1;1;140505;20;1;1;3;9;0.5;1;1;1;1;0.555555556;0.666666667;1.8
2010;4;213;17;5;3;2;2;0;0;1;15;5;3;1;3;4;3;140505;20;0;1;2;2;0;0;1;0;0.5;0;0.5;0
2011;2;380;17;6;2;2;2;0;0;0;15;6;2;2;0;0;6;140430;25;d;1;2;2;0;0;0;0;0;0;0;0
2012;13;82;17;6;4;0;5;3;0;0;12;3;4;0;1;d;d;140515;10;0;2;5;7;2.5;0;0;0.6;0.6;0.428571429;0.428571429;1.4
2013;3;261;17;6;0;1;7;4;0;0;8;2;0;0;4;1;0;140515;10;5;1;5;7;2.5;0;0;0.4;0.4;0.571428571;0.571428571;0.7
2014;10;88;26;7;9;3;2;0;0;0;17;4;5;3;4;4;4;140511;14;1;2;2;2;0;0;0;0;0;0;0;0
2015;6;112;25;11;6;0;8;5;2;0;16;6;4;0;1;1;1;140426;29;4;1;4;5;4;1;1;0.75;1;0.8;1;0.9375
2016;10;91;17;7;4;2;3;3;0;0;14;4;4;2;1;1;1;140430;25;2;1;4;5;4;1;1;0.75;0.75;0.8;0.8;0.9375
2017;30;49;77;21;7;6;8;3;0;1;9;2;1;1;1;3;1;140720;27;3;1;5;8;1.666666667;1;1;0.4;0.6;0.375;0.5;1.066666667
2018;8;81;41;21;2;5;1;1;0;0;9;2;0;1;0;1;str;140720;27;0;1;2;2;0;0;0;0.5;0.5;0.5;0.5;1
2019;21;42;99;58;16;6;4;2;1;0;16;4;5;0;1;2;5;140729;18;0;1;5;5;0;0;0;0.4;0.6;0.4;0.6;1
2020;2;220;33;11;9;8;7;0;4;1;11;4;2;3;0;2;5;140713;34;1;0;4;7;1.333333333;0;0;0;0.5;0;0.714285714;0
2021;18;33;41;10;6;8;12;4;1;4;10;2;2;0;2;1;1;140731;16;0;2;6;11;1.2;1;1;0.333333333;0.833333333;0.363636364;0.818181818;0.916666667
2022;3;209;12;5;1;0;7;2;0;0;5;3;1;0;1;1;7;140720;27;5;1;3;6;1;0;0;0.666666667;0.666666667;0.333333333;0.333333333;2
2023;4;126;20;2;4;4;9;1;2;1;11;1;2;3;0;2;0;140808;8;0;3;6;9;2;0;0.333333333;0;0.333333333;0.111111111;0.444444444;0
2024;2;251;21;4;5;1;8;3;1;0;9;1;4;1;5;1;0;140802;14;d;1;5;9;1.25;0;0;0.4;0.4;0.333333333;0.444444444;1.2
2025;13;63;13;3;3;2;6;2;1;2;7;1;2;0;2;3;1;140802;14;0;2;4;7;1.333333333;0.5;1;0.25;0.75;0.285714286;0.714285714;0.875
2026;2;296;18;5;4;1;8;2;2;0;5;1;0;1;0;0;1;140726;21;0;1;3;8;0.6;1;1;0.333333333;0.333333333;0.25;0.5;1.333333333
2027;2;80;18;4;4;0;7;1;2;0;11;3;2;0;4;2;1;140723;24;0;1;4;7;1.333333333;1;1;0.25;0.5;0.142857143;0.428571429;1.75
2028;1;377;18;4;3;2;5;2;1;0;13;2;2;2;1;1;d;140720;27;4;1;2;4;1;0;0;0.5;0.5;0.5;0.75;1
2029;8;68;15;5;3;1;6;3;2;1;5;1;0;0;2;1;3;140731;16;2;1;3;6;1;0;1;0.333333333;1;0.333333333;0.833333333;1
2030;57;21;18;8;1;1;6;4;0;0;6;2;0;1;1;1;1;140802;14;1;2;4;7;1.333333333;1;1;1;1;0.571428571;0.571428571;1.75
2031;0;999;27;4;3;3;15;2;2;2;10;2;1;1;4;0;4;140802;14;0;2;8;12;2;0;0;0.125;0.5;0.083333333;0.333333333;1.5
2032;0;999;34;2;5;2;14;2;3;1;16;0;1;1;6;1;2;140723;24;6;1;8;14;1.333333333;0;1;0.125;0.375;0.142857143;0.428571429;0.875
2033;8;93;6;5;1;0;4;3;1;0;2;2;0;0;1;1;2;140802;14;3;1;4;4;0;0;1;0.75;1;0.75;1;1
2034;19;56;26;7;3;1;5;4;0;0;10;2;1;1;1;1;1;140802;14;3;2;5;6;5;1;1;0.8;0.8;0.666666667;0.666666667;1.2
2035;12;57;17;4;4;2;4;0;1;0;6;2;0;1;0;6;2;140802;14;0;2;2;4;1;0;0.5;0;0.5;0;0.25;0
2036;18;59;29;4;2;3;9;3;1;1;6;1;0;0;4;4;1;140719;28;2;1;3;6;1;1;1;0.333333333;0.333333333;0.333333333;0.5;1
2037;5;107;29;6;6;4;7;0;3;0;9;3;1;1;2;0;0;140802;14;0;2;5;7;2.5;0;0;0;0.6;0;0.428571429;0
2038;6;104;25;3;3;2;9;2;1;0;11;0;2;0;2;0;0;140802;14;4;2;5;10;1;0;0;0.2;0.4;0.2;0.3;1
2039;2;446;37;9;3;5;7;3;0;0;2;0;0;1;5;1;5;140728;19;0;1;5;8;1.666666667;0;0;0.4;0.4;0.375;0.375;1.066666667
2040;15;71;26;7;6;2;4;2;0;0;11;3;3;1;7;1;d;140718;29;5;1;3;4;3;0;0;0.333333333;0.333333333;0.5;0.5;0.666666667
2041;2;260;38;7;6;8;14;6;3;2;13;0;2;4;2;1;1;140726;21;0;1;4;11;0.571428571;1;1;0.5;1;0.454545455;0.727272727;1.1
2042;4;156;20;6;0;3;9;4;0;1;11;2;0;2;1;3;5;140729;18;6;1;5;9;1.25;0;0;0.4;0.6;0.444444444;0.555555556;0.9
2043;13;51;27;6;3;3;7;2;1;1;1;1;0;0;3;1;4;140731;16;1;1;6;6;0;0;0;0.333333333;0.666666667;0.333333333;0.666666667;1
2044;2;164;23;6;4;2;5;1;0;1;12;3;4;1;1;3;4;140719;28;0;1;3;4;3;0;0;0.333333333;0.666666667;0.25;0.5;1.333333333
2045;1;482;39;5;10;4;9;1;2;1;24;3;5;3;4;2;2;140726;21;0;1;7;9;3.5;0;1;0.142857143;0.571428571;0.111111111;0.444444444;1.285714286
2046;3;181;28;4;4;5;9;0;1;2;12;1;2;1;4;2;3;140720;27;6;1;5;9;1.25;0;1;0;0.4;0;0.333333333;0
2047;14;54;15;4;6;1;7;2;4;0;8;2;2;1;1;0;2;140729;18;5;1;3;3;0;0;1;0.333333333;0.666666667;0.333333333;0.666666667;1
2048;41;30;24;8;8;1;7;3;2;0;12;3;5;1;4;2;2;140720;27;3;1;4;7;1.333333333;0;1;0.25;0.75;0.428571429;0.714285714;0.583333333
2049;18;52;15;6;4;1;7;2;1;1;8;4;3;0;1;2;1;140724;23;1;1;4;7;1.333333333;1;1;0.5;0.75;0.285714286;0.571428571;1.75
2050;6;165;20;4;4;4;6;1;0;2;14;3;4;2;1;0;3;140727;20;0;1;2;6;0.5;0;1;0;0.5;0.166666667;0.5;0
2051;1;322;36;5;3;5;15;3;0;3;17;2;2;1;1;0;1;140806;10;2;2;7;13;1.166666667;0.5;0.5;0.428571429;0.571428571;0.230769231;0.461538462;1.857142857
2052;2;438;17;2;3;4;4;0;0;1;13;2;3;3;3;6;0;140711;36;0;0;3;4;3;0;0;0;0.333333333;0;0.25;0
2053;3;131;31;9;5;3;8;2;1;2;17;6;3;0;1;3;5;140727;20;0;1;5;8;1.666666667;0;0;0.2;0.6;0.25;0.625;0.8
2054;28;35;41;10;6;8;12;4;1;4;10;2;2;0;2;1;1;140731;16;0;2;6;11;1.2;1;1;0.333333333;0.833333333;0.363636364;0.818181818;0.916666667
2055;15;39;33;11;9;8;7;0;4;1;11;4;2;3;0;2;5;140713;34;1;0;4;7;1.333333333;0;0;0;0.5;0;0.714285714;0
2056;38;42;99;58;16;6;4;2;1;0;16;4;5;0;1;2;5;140729;18;0;1;5;5;0;0;0;0.4;0.6;0.4;0.6;1
