cust_id;pref;score
1879;preferenceItemOne;34.38
1880;preferenceItemOneTwoThree;63.64
1880;preferenceItemOne;39.39
1881;preferenceItemOneTwoThree;38.1
1881;preferenceItemOne;17.46
1882;preferenceItemOneTwoThree;50
1882;preferenceItemOne;25.93
1883;preferenceItemOneTwoThree;38.36
1883;preferenceItemOne;13.7
1884;preferenceItemOneTwoThree;54.1
1884;preferenceItemOne;11.48
1885;preferenceItemOneTwoThree;43.48
1885;preferenceItemOne;21.74
1886;preferenceItemOneTwoThree;44.19
1886;preferenceItemOne;13.95
1887;preferenceItemOneTwoThree;41.03
1887;preferenceItemOne;17.95
1888;preferenceItemOneTwoThree;65.71
1888;preferenceItemOne;37.14
1889;preferenceItemOneTwoThree;48.78
1889;preferenceItemOne;17.07
1890;preferenceItemOneTwoThree;52.17
1890;preferenceItemOne;30.43
1891;preferenceItemOneTwoThree;38.89
1891;preferenceItemOne;19.44
1892;preferenceItemOneTwoThree;52.38
1892;preferenceItemOne;19.05
1893;preferenceItemOneTwoThree;42.31
1893;preferenceItemOne;26.92
1894;preferenceItemOneTwoThree;52.17
1894;preferenceItemOne;17.39
1895;preferenceItemOneTwoThree;47.83
1895;preferenceItemOne;26.09
1896;preferenceItemOneTwoThree;54.55
1896;preferenceItemOne;24.24
1897;preferenceItemOneTwoThree;59.38
1897;preferenceItemOne;15.62
1898;preferenceItemOneTwoThree;41.38
1898;preferenceItemOne;31.03
1899;preferenceItemOneTwoThree;51.72
1899;preferenceItemOne;25.86
1900;preferenceItemOneTwoThree;50.98
1900;preferenceItemOne;23.53
1901;preferenceItemOneTwoThree;48.28
1901;preferenceItemOne;27.59
1902;preferenceItemOneTwoThree;59.38
1902;preferenceItemOne;34.38
1903;preferenceItemOneTwoThree;45.83
1903;preferenceItemOne;20.83
1904;preferenceItemOneTwoThree;50
1904;preferenceItemOne;23.33
1905;preferenceItemOneTwoThree;40
1905;preferenceItemOne;12.5
1906;preferenceItemOneTwoThree;35.14
1906;preferenceItemOne;21.62
1907;preferenceItemOneTwoThree;45.45
1907;preferenceItemOne;15.15
1908;preferenceItemOneTwoThree;47.83
1908;preferenceItemOne;26.09
1909;preferenceItemOneTwoThree;22.73
1909;preferenceItemOne;13.64
1910;preferenceItemOneTwoThree;63.64
1910;preferenceItemOne;18.18
1911;preferenceItemOneTwoThree;40
1911;preferenceItemOne;12
1912;preferenceItemOneTwoThree;48.15
1912;preferenceItemOne;18.52
1913;preferenceItemOneTwoThree;34.29
1913;preferenceItemOne;22.86
1914;preferenceItemOneTwoThree;35.48
1914;preferenceItemOne;9.68
1915;preferenceItemOneTwoThree;70.59
1915;preferenceItemOne;29.41
1916;preferenceItemOneTwoThree;87.5
1916;preferenceItemOne;75
1917;preferenceItemOneTwoThree;55
1917;preferenceItemOne;25
1918;preferenceItemOneTwoThree;80
1918;preferenceItemOne;53.33
1919;preferenceItemOneTwoThree;46.15
1919;preferenceItemOne;30.77
1920;preferenceItemOneTwoThree;47.62
1920;preferenceItemOne;19.05
1921;preferenceItemOneTwoThree;45.45
1921;preferenceItemOne;16.67
1922;preferenceItemOneTwoThree;44.3
1922;preferenceItemOne;26.58
1923;preferenceItemOneTwoThree;52.63
1923;preferenceItemOne;18.42
1924;preferenceItemOneTwoThree;35.19
1924;preferenceItemOne;12.04
1925;preferenceItemOneTwoThree;51.69
1925;preferenceItemOne;22.47
1926;preferenceItemOneTwoThree;47.3
1926;preferenceItemOne;17.57
1927;preferenceItemOneTwoThree;77.78
1927;preferenceItemOne;41.67
1928;preferenceItemOneTwoThree;67.8
1928;preferenceItemOne;40.68
1929;preferenceItemOneTwoThree;42.86
1929;preferenceItemOne;21.43
1930;preferenceItemOneTwoThree;29.73
1930;preferenceItemOne;18.92
1931;preferenceItemOneTwoThree;45.71
1931;preferenceItemOne;14.29
1932;preferenceItemOneTwoThree;34.88
1932;preferenceItemOne;25.58
1933;preferenceItemOneTwoThree;24.39
1933;preferenceItemOne;21.95
1934;preferenceItemOneTwoThree;57.14
1934;preferenceItemOne;28.57
1935;preferenceItemOneTwoThree;63.64
1935;preferenceItemOne;33.33
1936;preferenceItemOneTwoThree;42.31
1936;preferenceItemOne;26.92
1937;preferenceItemOneTwoThree;53.49
1937;preferenceItemOne;16.28
1938;preferenceItemOneTwoThree;44.83
1938;preferenceItemOne;17.24
1939;preferenceItemOneTwoThree;26.32
1939;preferenceItemOne;11.84
1940;preferenceItemOneTwoThree;43.75
1940;preferenceItemOne;15.62
1941;preferenceItemOneTwoThree;44.62
1941;preferenceItemOne;16.92
1942;preferenceItemOneTwoThree;69.7
1942;preferenceItemOne;33.33
1943;preferenceItemOneTwoThree;59.26
1943;preferenceItemOne;22.22
1944;preferenceItemOneTwoThree;58.46
1944;preferenceItemOne;27.69
1945;preferenceItemOneTwoThree;51.22
1945;preferenceItemOne;29.27
1946;preferenceItemOneTwoThree;53.66
1946;preferenceItemOne;24.39
1947;preferenceItemOneTwoThree;34.88
1947;preferenceItemOne;18.6
1948;preferenceItemOneTwoThree;49.18
1948;preferenceItemOne;19.67
1949;preferenceItemOneTwoThree;48.98
1949;preferenceItemOne;26.53
1950;preferenceItemOneTwoThree;50
1950;preferenceItemOne;26.32
1951;preferenceItemOneTwoThree;50.91
1951;preferenceItemOne;25.45
1952;preferenceItemOneTwoThree;48.78
1952;preferenceItemOne;17.07
1953;preferenceItemOneTwoThree;48.39
1953;preferenceItemOne;29.03
1954;preferenceItemOneTwoThree;64.29
1954;preferenceItemOne;32.14
1955;preferenceItemOneTwoThree;48.65
1955;preferenceItemOne;16.22
1956;preferenceItemOneTwoThree;50
1956;preferenceItemOne;21.88
1957;preferenceItemOneTwoThree;41.94
1957;preferenceItemOne;12.9
1958;preferenceItemOneTwoThree;54.1
1958;preferenceItemOne;11.48
1959;preferenceItemOneTwoThree;35.48
1959;preferenceItemOne;20.97
1960;preferenceItemOneTwoThree;26.09
1960;preferenceItemOne;11.59
1961;preferenceItemOneTwoThree;44.19
1961;preferenceItemOne;13.95
1962;preferenceItemOneTwoThree;42.86
1962;preferenceItemOne;28.57
1963;preferenceItemOneTwoThree;36.67
1963;preferenceItemOne;20
1964;preferenceItemOneTwoThree;52.78
1964;preferenceItemOne;33.33
1965;preferenceItemOneTwoThree;62.96
1965;preferenceItemOne;48.15
1966;preferenceItemOneTwoThree;31.43
1966;preferenceItemOne;8.57
1967;preferenceItemOneTwoThree;71.05
1967;preferenceItemOne;39.47
1968;preferenceItemOneTwoThree;53.7
1968;preferenceItemOne;25.93
1969;preferenceItemOneTwoThree;50
1969;preferenceItemOne;25
1970;preferenceItemOneTwoThree;70.83
1970;preferenceItemOne;62.5
1971;preferenceItemOneTwoThree;61.4
1971;preferenceItemOne;21.05
1972;preferenceItemOneTwoThree;35.9
1972;preferenceItemOne;23.08
1973;preferenceItemOneTwoThree;50
1973;preferenceItemOne;24.36
1974;preferenceItemOneTwoThree;50
1974;preferenceItemOne;13.64
1975;preferenceItemOneTwoThree;35
1975;preferenceItemOne;5
1976;preferenceItemOneTwoThree;64.29
1976;preferenceItemOne;7.14
1977;preferenceItemOneTwoThree;44.44
1977;preferenceItemOne;22.22
1978;preferenceItemOneTwoThree;23.08
1978;preferenceItemOne;0
1979;preferenceItemOneTwoThree;57.14
1979;preferenceItemOne;14.29
1980;preferenceItemOneTwoThree;71.43
1980;preferenceItemOne;42.86
1981;preferenceItemOneTwoThree;61.19
1981;preferenceItemOne;28.36
1982;preferenceItemOneTwoThree;78.38
1982;preferenceItemOne;43.24
1983;preferenceItemOneTwoThree;43.75
1983;preferenceItemOne;26.25
1984;preferenceItemOneTwoThree;72.5
1984;preferenceItemOne;50
1985;preferenceItemOneTwoThree;48.84
1985;preferenceItemOne;32.56
1986;preferenceItemOneTwoThree;79.41
1986;preferenceItemOne;35.29
1987;preferenceItemOneTwoThree;87.18
1987;preferenceItemOne;48.72
1988;preferenceItemOneTwoThree;56.67
1988;preferenceItemOne;40
1989;preferenceItemOneTwoThree;67.57
1989;preferenceItemOne;40.54
1990;preferenceItemOneTwoThree;47.14
1990;preferenceItemOne;28.57
1991;preferenceItemOneTwoThree;59.79
1991;preferenceItemOne;39.68
1992;preferenceItemOneTwoThree;72.73
1992;preferenceItemOne;58.18
1993;preferenceItemOneTwoThree;32.56
1993;preferenceItemOne;4.65
1994;preferenceItemOneTwoThree;35.14
1994;preferenceItemOne;13.51
1995;preferenceItemOneTwoThree;54.9
1995;preferenceItemOne;23.53
1996;preferenceItemOneTwoThree;53.57
1996;preferenceItemOne;25
1997;preferenceItemOneTwoThree;32.08
1997;preferenceItemOne;15.09
1998;preferenceItemOneTwoThree;38.3
1998;preferenceItemOne;21.28
1999;preferenceItemOneTwoThree;50
1999;preferenceItemOne;20.97
2000;preferenceItemOneTwoThree;41.03
2000;preferenceItemOne;12.82
2001;preferenceItemOneTwoThree;71.79
2001;preferenceItemOne;38.46
2002;preferenceItemOneTwoThree;53.12
2002;preferenceItemOne;31.25
2003;preferenceItemOneTwoThree;26.09
2003;preferenceItemOne;11.59
2004;preferenceItemOneTwoThree;32.26
2004;preferenceItemOne;11.83
2005;preferenceItemOneTwoThree;55.56
2005;preferenceItemOne;18.52
2006;preferenceItemOneTwoThree;46.67
2006;preferenceItemOne;26.67
2007;preferenceItemOneTwoThree;66.67
2007;preferenceItemOne;41.67
2008;preferenceItemOneTwoThree;80.95
2008;preferenceItemOne;52.38
2009;preferenceItemOneTwoThree;59.09
2009;preferenceItemOne;36.36
2010;preferenceItemOneTwoThree;50
2010;preferenceItemOne;25
2011;preferenceItemOneTwoThree;47.62
2011;preferenceItemOne;28.57
2012;preferenceItemOneTwoThree;55
2012;preferenceItemOne;30
2013;preferenceItemOneTwoThree;31.82
2013;preferenceItemOne;27.27
2014;preferenceItemOneTwoThree;77.42
2014;preferenceItemOne;32.26
2015;preferenceItemOneTwoThree;65.62
2015;preferenceItemOne;37.5
2016;preferenceItemOneTwoThree;78.26
2016;preferenceItemOne;39.13
2017;preferenceItemOneTwoThree;44.3
2017;preferenceItemOne;26.58
2018;preferenceItemOneTwoThree;65.12
2018;preferenceItemOne;48.84
2019;preferenceItemOneTwoThree;80.39
2019;preferenceItemOne;58.82
2020;preferenceItemOneTwoThree;86.49
2020;preferenceItemOne;35.14
2021;preferenceItemOneTwoThree;55.81
2021;preferenceItemOne;23.26
2022;preferenceItemOneTwoThree;42.86
2022;preferenceItemOne;35.71
2023;preferenceItemOneTwoThree;47.62
2023;preferenceItemOne;9.52
2024;preferenceItemOneTwoThree;45.45
2024;preferenceItemOne;18.18
2025;preferenceItemOneTwoThree;50
2025;preferenceItemOne;18.75
2026;preferenceItemOneTwoThree;55
2026;preferenceItemOne;25
2027;preferenceItemOneTwoThree;42.11
2027;preferenceItemOne;21.05
2028;preferenceItemOneTwoThree;45
2028;preferenceItemOne;20
2029;preferenceItemOneTwoThree;62.5
2029;preferenceItemOne;31.25
2030;preferenceItemOneTwoThree;60
2030;preferenceItemOne;50
2031;preferenceItemOneTwoThree;34.48
2031;preferenceItemOne;13.79
2032;preferenceItemOneTwoThree;25
2032;preferenceItemOne;5.56
2033;preferenceItemOneTwoThree;100
2033;preferenceItemOne;62.5
2034;preferenceItemOneTwoThree;44.44
2034;preferenceItemOne;25.93
2035;preferenceItemOneTwoThree;55.56
2035;preferenceItemOne;22.22
2036;preferenceItemOneTwoThree;33.33
2036;preferenceItemOne;13.33
2037;preferenceItemOneTwoThree;51.61
2037;preferenceItemOne;19.35
2038;preferenceItemOneTwoThree;33.33
2038;preferenceItemOne;11.11
2039;preferenceItemOneTwoThree;44.74
2039;preferenceItemOne;23.68
2040;preferenceItemOneTwoThree;53.57
2040;preferenceItemOne;25
2041;preferenceItemOneTwoThree;53.85
2041;preferenceItemOne;17.95
2042;preferenceItemOneTwoThree;40.91
2042;preferenceItemOne;27.27
2043;preferenceItemOneTwoThree;48.28
2043;preferenceItemOne;27.59
2044;preferenceItemOneTwoThree;52
2044;preferenceItemOne;24
2045;preferenceItemOneTwoThree;48.78
2045;preferenceItemOne;14.63
2046;preferenceItemOneTwoThree;46.67
2046;preferenceItemOne;16.67
2047;preferenceItemOneTwoThree;64.71
2047;preferenceItemOne;23.53
2048;preferenceItemOneTwoThree;73.08
2048;preferenceItemOne;34.62
2049;preferenceItemOneTwoThree;75
2049;preferenceItemOne;43.75
2050;preferenceItemOneTwoThree;54.55
2050;preferenceItemOne;18.18
2051;preferenceItemOneTwoThree;37.84
2051;preferenceItemOne;13.51
2052;preferenceItemOneTwoThree;47.37
2052;preferenceItemOne;10.53
2053;preferenceItemOneTwoThree;53.12
2053;preferenceItemOne;28.12
2054;preferenceItemOneTwoThree;55.81
2054;preferenceItemOne;23.26
2055;preferenceItemOneTwoThree;86.49
2055;preferenceItemOne;35.14
2056;preferenceItemOneTwoThree;80.39
2056;preferenceItemOne;58.82
2057;preferenceItemOneTwoThree;65.12
2057;preferenceItemOne;48.84
2058;preferenceItemOneTwoThree;44.3
2058;preferenceItemOne;26.58
2059;preferenceItemOneTwoThree;71.05
2059;preferenceItemOne;39.47
2060;preferenceItemOneTwoThree;38.89
2060;preferenceItemOne;13.89
2061;preferenceItemOneTwoThree;53.12
2061;preferenceItemOne;31.25
2062;preferenceItemOneTwoThree;55.41
2062;preferenceItemOne;27.03
2063;preferenceItemOneTwoThree;57.14
2063;preferenceItemOne;21.43
2064;preferenceItemOneTwoThree;42.11
2064;preferenceItemOne;10.53
2065;preferenceItemOneTwoThree;66.67
2065;preferenceItemOne;36.67
2066;preferenceItemOneTwoThree;46.15
2066;preferenceItemOne;23.08
2067;preferenceItemOneTwoThree;48.39
2067;preferenceItemOne;29.03
2068;preferenceItemOneTwoThree;49.32
2068;preferenceItemOne;24.66
2069;preferenceItemOneTwoThree;47.22
2069;preferenceItemOne;25
2070;preferenceItemOneTwoThree;50
2070;preferenceItemOne;21.88
2071;preferenceItemOneTwoThree;58.62
2071;preferenceItemOne;17.24
2072;preferenceItemOneTwoThree;56.52
2072;preferenceItemOne;21.74
2073;preferenceItemOneTwoThree;65.22
2073;preferenceItemOne;30.43
2074;preferenceItemOneTwoThree;52.86
2074;preferenceItemOne;24.29
2075;preferenceItemOneTwoThree;48.65
2075;preferenceItemOne;40.54
2076;preferenceItemOneTwoThree;31.58
2076;preferenceItemOne;5.26
2077;preferenceItemOneTwoThree;56.52
2077;preferenceItemOne;21.74
2078;preferenceItemOneTwoThree;52.83
2078;preferenceItemOne;18.87
2079;preferenceItemOneTwoThree;45.1
2079;preferenceItemOne;21.57
2080;preferenceItemOneTwoThree;50
2080;preferenceItemOne;20.83
2081;preferenceItemOneTwoThree;35.71
2081;preferenceItemOne;12.5
2082;preferenceItemOneTwoThree;54.9
2082;preferenceItemOne;23.53
2083;preferenceItemOneTwoThree;50.85
2083;preferenceItemOne;25.42
2084;preferenceItemOneTwoThree;45.24
2084;preferenceItemOne;26.19
2085;preferenceItemOneTwoThree;58.18
2085;preferenceItemOne;21.82
2086;preferenceItemOneTwoThree;67.74
2086;preferenceItemOne;35.48
2087;preferenceItemOneTwoThree;62.16
2087;preferenceItemOne;18.92
2088;preferenceItemOneTwoThree;41.27
2088;preferenceItemOne;12.7
2089;preferenceItemOneTwoThree;44.62
2089;preferenceItemOne;16.92
2090;preferenceItemOneTwoThree;39.29
2090;preferenceItemOne;14.29
2091;preferenceItemOneTwoThree;49.18
2091;preferenceItemOne;21.31
2092;preferenceItemOneTwoThree;35.16
2092;preferenceItemOne;12.09
2093;preferenceItemOneTwoThree;46.03
2093;preferenceItemOne;19.05
2094;preferenceItemOneTwoThree;45
2094;preferenceItemOne;10
2095;preferenceItemOneTwoThree;53.33
2095;preferenceItemOne;13.33
2096;preferenceItemOneTwoThree;71.43
2096;preferenceItemOne;14.29
2097;preferenceItemOneTwoThree;27.78
2097;preferenceItemOne;11.11
2098;preferenceItemOneTwoThree;25.81
2098;preferenceItemOne;9.68
2099;preferenceItemOneTwoThree;34.62
2099;preferenceItemOne;7.69
2100;preferenceItemOneTwoThree;50
2100;preferenceItemOne;40
2101;preferenceItemOneTwoThree;28.57
2101;preferenceItemOne;9.52
2102;preferenceItemOneTwoThree;60
2102;preferenceItemOne;10
2103;preferenceItemOneTwoThree;41.67
2103;preferenceItemOne;12.5
2104;preferenceItemOneTwoThree;60
2104;preferenceItemOne;50
2105;preferenceItemOneTwoThree;33.33
2105;preferenceItemOne;22.22
2106;preferenceItemOneTwoThree;50
2106;preferenceItemOne;18.75
2107;preferenceItemOneTwoThree;80
2107;preferenceItemOne;15
2108;preferenceItemOneTwoThree;40
2108;preferenceItemOne;26.67
2109;preferenceItemOneTwoThree;55.56
2109;preferenceItemOne;44.44
2110;preferenceItemOneTwoThree;71.43
2110;preferenceItemOne;28.57
2111;preferenceItemOneTwoThree;62.5
2111;preferenceItemOne;25
2112;preferenceItemOneTwoThree;45.45
2112;preferenceItemOne;18.18
2113;preferenceItemOneTwoThree;40
2113;preferenceItemOne;20
2114;preferenceItemOneTwoThree;41.46
2114;preferenceItemOne;9.76
2115;preferenceItemOneTwoThree;43.48
2115;preferenceItemOne;17.39
2116;preferenceItemOneTwoThree;34.62
2116;preferenceItemOne;19.23
2117;preferenceItemOneTwoThree;42.86
2117;preferenceItemOne;19.05
2118;preferenceItemOneTwoThree;62.07
2118;preferenceItemOne;31.03
2119;preferenceItemOneTwoThree;34.48
2119;preferenceItemOne;17.24
2120;preferenceItemOneTwoThree;50
2120;preferenceItemOne;18.75
2121;preferenceItemOneTwoThree;43.59
2121;preferenceItemOne;23.08
2122;preferenceItemOneTwoThree;64.71
2122;preferenceItemOne;29.41
2123;preferenceItemOneTwoThree;46.15
2123;preferenceItemOne;30.77
2124;preferenceItemOneTwoThree;30
2124;preferenceItemOne;10
2125;preferenceItemOneTwoThree;36.92
2125;preferenceItemOne;6.15
2126;preferenceItemOneTwoThree;56.25
2126;preferenceItemOne;31.25
2127;preferenceItemOneTwoThree;52.63
2127;preferenceItemOne;31.58
2128;preferenceItemOneTwoThree;33.33
2128;preferenceItemOne;14.29
2129;preferenceItemOneTwoThree;25.71
2129;preferenceItemOne;1.43
2130;preferenceItemOneTwoThree;36.84
2130;preferenceItemOne;13.16
2131;preferenceItemOneTwoThree;32.43
2131;preferenceItemOne;18.92
2132;preferenceItemOneTwoThree;43.48
2132;preferenceItemOne;13.04
2133;preferenceItemOneTwoThree;66.67
2133;preferenceItemOne;22.22
2134;preferenceItemOneTwoThree;50
2134;preferenceItemOne;16.67
2135;preferenceItemOneTwoThree;22.73
2135;preferenceItemOne;5.68
2136;preferenceItemOneTwoThree;40
2136;preferenceItemOne;14.29
2137;preferenceItemOneTwoThree;33.33
2137;preferenceItemOne;22.22
2138;preferenceItemOneTwoThree;59.52
2138;preferenceItemOne;33.33
2139;preferenceItemOneTwoThree;58.62
2139;preferenceItemOne;27.59
2140;preferenceItemOneTwoThree;55.26
2140;preferenceItemOne;23.68
2141;preferenceItemOneTwoThree;70.83
2141;preferenceItemOne;37.5
2142;preferenceItemOneTwoThree;45.71
2142;preferenceItemOne;22.86
2143;preferenceItemOneTwoThree;45.83
2143;preferenceItemOne;6.25
2144;preferenceItemOneTwoThree;28.81
2144;preferenceItemOne;6.78
2145;preferenceItemOneTwoThree;44.44
2145;preferenceItemOne;22.22
2146;preferenceItemOneTwoThree;47.06
2146;preferenceItemOne;35.29
2147;preferenceItemOneTwoThree;66.67
2147;preferenceItemOne;42.86
2148;preferenceItemOneTwoThree;42.22
2148;preferenceItemOne;17.78
2149;preferenceItemOneTwoThree;50
2149;preferenceItemOne;14.29
2150;preferenceItemOneTwoThree;27.85
2150;preferenceItemOne;18.99
2151;preferenceItemOneTwoThree;57.58
2151;preferenceItemOne;33.33
2152;preferenceItemOneTwoThree;68.75
2152;preferenceItemOne;43.75
2153;preferenceItemOneTwoThree;50.67
2153;preferenceItemOne;22.67
2154;preferenceItemOneTwoThree;63.89
2154;preferenceItemOne;33.33
2155;preferenceItemOneTwoThree;67.8
2155;preferenceItemOne;40.68
2156;preferenceItemOneTwoThree;45.1
2156;preferenceItemOne;23.53
2157;preferenceItemOneTwoThree;55.81
2157;preferenceItemOne;20.93
2158;preferenceItemOneTwoThree;60
2158;preferenceItemOne;42.22
2159;preferenceItemOneTwoThree;58.33
2159;preferenceItemOne;31.25
2160;preferenceItemOneTwoThree;43.57
2160;preferenceItemOne;7.86
2161;preferenceItemOneTwoThree;55
2161;preferenceItemOne;25
2162;preferenceItemOneTwoThree;40.43
2162;preferenceItemOne;23.4
2163;preferenceItemOneTwoThree;42.86
2163;preferenceItemOne;17.14
2164;preferenceItemOneTwoThree;23.53
2164;preferenceItemOne;2.94
2165;preferenceItemOneTwoThree;43.48
2165;preferenceItemOne;8.7
2166;preferenceItemOneTwoThree;42.86
2166;preferenceItemOne;26.19
2167;preferenceItemOneTwoThree;59.09
2167;preferenceItemOne;31.82
2168;preferenceItemOneTwoThree;42.67
2168;preferenceItemOne;10.67
2169;preferenceItemOneTwoThree;57.69
2169;preferenceItemOne;11.54
2170;preferenceItemOneTwoThree;52
2170;preferenceItemOne;8
2171;preferenceItemOneTwoThree;35.71
2171;preferenceItemOne;7.14
2172;preferenceItemOneTwoThree;42.31
2172;preferenceItemOne;19.23
2173;preferenceItemOneTwoThree;54.55
2173;preferenceItemOne;18.18
2174;preferenceItemOneTwoThree;33.33
2174;preferenceItemOne;22.22
2175;preferenceItemOneTwoThree;23.21
2175;preferenceItemOne;8.93
2176;preferenceItemOneTwoThree;17.24
2176;preferenceItemOne;2.3
2177;preferenceItemOneTwoThree;37.93
2177;preferenceItemOne;17.24
2178;preferenceItemOneTwoThree;30.77
2178;preferenceItemOne;9.89
2179;preferenceItemOneTwoThree;27.27
2179;preferenceItemOne;2.27
2180;preferenceItemOneTwoThree;35
2180;preferenceItemOne;10
2181;preferenceItemOneTwoThree;44
2181;preferenceItemOne;20
2182;preferenceItemOneTwoThree;30.99
2182;preferenceItemOne;8.45
2183;preferenceItemOneTwoThree;44
2183;preferenceItemOne;24
2184;preferenceItemOneTwoThree;44.12
2184;preferenceItemOne;14.71
2185;preferenceItemOneTwoThree;48.44
2185;preferenceItemOne;21.88
2186;preferenceItemOneTwoThree;38.36
2186;preferenceItemOne;13.7
2187;preferenceItemOneTwoThree;57.38
2187;preferenceItemOne;31.15
2188;preferenceItemOneTwoThree;32
2188;preferenceItemOne;13.33
2189;preferenceItemOneTwoThree;50
2189;preferenceItemOne;16.67
2190;preferenceItemOneTwoThree;46.67
2190;preferenceItemOne;15
2191;preferenceItemOneTwoThree;64.71
2191;preferenceItemOne;32.35
2192;preferenceItemOneTwoThree;53.85
2192;preferenceItemOne;28.85
2193;preferenceItemOneTwoThree;61.9
2193;preferenceItemOne;33.33
2194;preferenceItemOneTwoThree;52.63
2194;preferenceItemOne;18.42
2195;preferenceItemOneTwoThree;78.26
2195;preferenceItemOne;56.52
2196;preferenceItemOneTwoThree;27.59
2196;preferenceItemOne;17.24
2197;preferenceItemOneTwoThree;70.37
2197;preferenceItemOne;33.33
2198;preferenceItemOneTwoThree;84.21
2198;preferenceItemOne;57.89
2199;preferenceItemOneTwoThree;45.16
2199;preferenceItemOne;16.13
2200;preferenceItemOneTwoThree;54.55
2200;preferenceItemOne;27.27
2201;preferenceItemOneTwoThree;55.56
2201;preferenceItemOne;22.22
2202;preferenceItemOneTwoThree;43.75
2202;preferenceItemOne;18.75
2203;preferenceItemOneTwoThree;52.17
2203;preferenceItemOne;30.43
2204;preferenceItemOneTwoThree;45.45
2204;preferenceItemOne;18.18
2205;preferenceItemOneTwoThree;31.82
2205;preferenceItemOne;18.18
2206;preferenceItemOneTwoThree;29.17
2206;preferenceItemOne;12.5
2207;preferenceItemOneTwoThree;55.56
2207;preferenceItemOne;25.93
2208;preferenceItemOneTwoThree;51.85
2208;preferenceItemOne;25.93
2209;preferenceItemOneTwoThree;72
2209;preferenceItemOne;36
2210;preferenceItemOneTwoThree;58.82
2210;preferenceItemOne;52.94
2211;preferenceItemOneTwoThree;40.62
2211;preferenceItemOne;12.5
2212;preferenceItemOneTwoThree;77.78
2212;preferenceItemOne;66.67
2213;preferenceItemOneTwoThree;68
2213;preferenceItemOne;32
2214;preferenceItemOneTwoThree;70.83
2214;preferenceItemOne;54.17
2215;preferenceItemOneTwoThree;58.82
2215;preferenceItemOne;35.29
2216;preferenceItemOneTwoThree;75
2216;preferenceItemOne;50
2217;preferenceItemOneTwoThree;88.89
2217;preferenceItemOne;55.56
2218;preferenceItemOneTwoThree;27.59
2218;preferenceItemOne;3.45
2219;preferenceItemOneTwoThree;51.43
2219;preferenceItemOne;8.57
2220;preferenceItemOneTwoThree;31.25
2220;preferenceItemOne;18.75
2221;preferenceItemOneTwoThree;29.27
2221;preferenceItemOne;7.32
2222;preferenceItemOneTwoThree;48.28
2222;preferenceItemOne;20.69
2223;preferenceItemOneTwoThree;42.31
2223;preferenceItemOne;19.23
2224;preferenceItemOneTwoThree;39.74
2224;preferenceItemOne;11.54
2225;preferenceItemOneTwoThree;55.32
2225;preferenceItemOne;21.28
2226;preferenceItemOneTwoThree;50
2226;preferenceItemOne;25
2227;preferenceItemOneTwoThree;45
2227;preferenceItemOne;10
2228;preferenceItemOneTwoThree;34.78
2228;preferenceItemOne;15.22
2229;preferenceItemOneTwoThree;53.7
2229;preferenceItemOne;20.37
2230;preferenceItemOneTwoThree;59.38
2230;preferenceItemOne;21.88
2231;preferenceItemOneTwoThree;44.44
2231;preferenceItemOne;0
2232;preferenceItemOneTwoThree;50
2232;preferenceItemOne;16.67
2233;preferenceItemOneTwoThree;71.43
2233;preferenceItemOne;0
2234;preferenceItemOneTwoThree;62.5
2234;preferenceItemOne;37.5
2235;preferenceItemOneTwoThree;28.57
2235;preferenceItemOne;14.29
2236;preferenceItemOneTwoThree;36.36
2236;preferenceItemOne;9.09
2237;preferenceItemOneTwoThree;40
2237;preferenceItemOne;20
2238;preferenceItemOneTwoThree;50
2238;preferenceItemOne;37.5
2239;preferenceItemOneTwoThree;89.47
2239;preferenceItemOne;73.68
2240;preferenceItemOneTwoThree;37.5
2240;preferenceItemOne;37.5
2241;preferenceItemOneTwoThree;28.57
2241;preferenceItemOne;0
2242;preferenceItemOneTwoThree;40
2242;preferenceItemOne;20
2243;preferenceItemOneTwoThree;50
2243;preferenceItemOne;50
2244;preferenceItemOneTwoThree;54.55
2244;preferenceItemOne;18.18
2245;preferenceItemOneTwoThree;57.14
2245;preferenceItemOne;14.29
2246;preferenceItemOneTwoThree;42.11
2246;preferenceItemOne;15.79
2247;preferenceItemOneTwoThree;33.33
2247;preferenceItemOne;8.33
2248;preferenceItemOneTwoThree;50
2248;preferenceItemOne;50
2249;preferenceItemOneTwoThree;26.09
2249;preferenceItemOne;4.35
2250;preferenceItemOneTwoThree;50
2250;preferenceItemOne;50
2251;preferenceItemOneTwoThree;75
2251;preferenceItemOne;25
2252;preferenceItemOneTwoThree;30
2252;preferenceItemOne;10
2253;preferenceItemOneTwoThree;60
2253;preferenceItemOne;20
2254;preferenceItemOneTwoThree;42.86
2254;preferenceItemOne;14.29
2255;preferenceItemOneTwoThree;60
2255;preferenceItemOne;30
2256;preferenceItemOneTwoThree;50
2256;preferenceItemOne;33.33
2257;preferenceItemOneTwoThree;58.33
2257;preferenceItemOne;8.33
2258;preferenceItemOneTwoThree;57.14
2258;preferenceItemOne;14.29
2259;preferenceItemOneTwoThree;40
2259;preferenceItemOne;20
2260;preferenceItemOneTwoThree;50
2260;preferenceItemOne;12.5
2261;preferenceItemOneTwoThree;27.27
2261;preferenceItemOne;9.09
2262;preferenceItemOneTwoThree;70
2262;preferenceItemOne;60
2263;preferenceItemOneTwoThree;56.25
2263;preferenceItemOne;18.75
